date,hs300,nasdaq100,gold,dividend,price_hs300,price_nasdaq100,price_gold,price_dividend,erp_pct,cn_10y_rate,w_hs300,w_nasdaq100,w_gold,w_dividend,w_cash,requested_cash_floor,hs300_trend_filter_passed,nasdaq_trend_filter_passed,gold_crisis_hedge_active,cash_floor_buffer,target_cash_pct,cash_rf_daily,strategy_return,benchmark_return,strategy_nav,benchmark_nav,strategy_drawdown,benchmark_drawdown,high_cash_defense_mode
2025-02-17,0.0017352503718395251,0.000613873542050225,-0.016805450416351397,-0.000914076782449813,4.041,1.63,6.494,1.093,6.612247840531561,1.6934,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.6184e-05,-0.00303791540767787,0.0017352503718395251,1.0167115707000873,1.0047240179015422,-0.003037915407677838,0.0,True
2025-02-18,-0.007176441474882611,0.007975460122699563,0.009393286110255694,0.0018298261665141702,4.012,1.643,6.555,1.095,6.639683569641367,1.7006,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.7736e-05,0.00038611517830761165,-0.007176441474882611,1.0171041384694957,0.9975136747886628,-0.0026529732146194362,-0.007176441474882611,True
2025-02-19,0.005234297108674069,-0.004260499087035963,0.006559877955758964,-0.0009132420091323423,4.033,1.636,6.598,1.094,6.65686755407654,1.6626,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.8024e-05,0.0025107731669504587,0.005234297108674069,1.0196578562483591,1.002734957732472,-0.00014886106162892432,-0.0019797079930711226,True
2025-02-20,-0.0029754525167370316,-0.008557457212713837,0.0031827826614125865,-0.003656307129798919,4.021,1.622,6.619,1.09,6.655283569641366,1.685,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.650400000000001e-05,-0.0006291510663715784,-0.0029754525167370316,1.0190163374207664,0.9997513674788667,-0.0007779184719047816,-0.004949269982677751,True
2025-02-21,0.013429495150460102,-0.00678175092478428,-0.007705091403535258,-0.007339449541284404,4.075,1.611,6.568,1.082,6.551298593879239,1.72,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.74e-05,0.0007423980757153133,0.013429495150460102,1.01977285318879,1.01317752362009,-3.6097921366162744e-05,0.0,True
2025-02-24,-0.0031901840490797806,-0.01303538175046548,0.0019792935444580273,-0.0027726432532348966,4.062,1.59,6.581,1.079,6.550051953449709,1.7625,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.88e-05,-0.0007900637913635742,-0.0031901840490797806,1.01896716758207,1.009945300845351,-0.0008261331930691229,-0.0031901840490797806,True
2025-02-25,-0.0100935499753817,-0.01572327044025168,0.00015195259079159307,-0.007414272474513428,4.021,1.565,6.582,1.071,6.682928931875526,1.7275,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.049999999999999e-05,-0.00357693784686412,-0.0100935499753817,1.0153223853556337,0.9997513674788665,-0.0044001160128483985,-0.013251533742331456,True
2025-02-26,0.008206913703058927,-0.002555910543130979,-0.009571558796718227,0.007469654528478031,4.054,1.561,6.519,1.079,6.636104013377927,1.7251,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.91e-05,0.001285504845692791,0.008206913703058927,1.0166275872019488,1.0079562406762808,-0.0031202675376116318,-0.0051533742331290044,True
2025-02-27,0.003206709422792331,0.006406149903907865,-0.004141739530602928,0.009267840593141896,4.067,1.571,6.492,1.089,6.575733333333332,1.7576,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.9004e-05,0.0013911071385487815,0.003206709422792331,1.018041825095751,1.0111884634510198,-0.0017335010255086214,-0.001963190184049113,True
2025-02-28,-0.01794934841406437,-0.038192234245703394,-0.007393715341959317,-0.0045913682277317625,3.994,1.511,6.444,1.084,6.745036886632826,1.7152,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.030400000000001e-05,-0.00662666380606772,-0.01794934841406437,1.0112956041803258,0.993038289408255,-0.008348677503072888,-0.019877300613496907,True
2025-03-03,-0.003254882323485364,0.020516214427531487,0.0010862818125387808,-0.000922509225092405,3.981,1.542,6.451,1.083,6.7719005080440295,1.6955,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.8608e-05,-0.0007073974021274456,-0.003254882323485364,1.0105802162971458,0.9898060666335159,-0.009050169072423508,-0.02306748466257691,True
2025-03-04,-0.0010047726701833959,-0.017509727626459193,0.00744070686715248,0.0009233610341645715,3.977,1.515,6.499,1.084,6.80273829787234,1.7079,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.782000000000001e-05,0.0014025803610093327,-0.0010047726701833959,1.0119976362617487,0.9888115365489808,-0.007660282300819055,-0.024049079754601466,True
2025-03-05,0.004274578828262543,0.011881188118811892,0.007385751654100714,0.0064575645756457245,3.994,1.533,6.547,1.091,6.737645945945946,1.7083,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.8316e-05,0.0035417561242326373,0.004274578828262543,1.0155818850876877,0.9930382894082548,-0.0041456570283386895,-0.01987730061349713,True
2025-03-06,0.013770655983976088,0.000652315720808927,-0.001832900565144291,-0.0036663611365719273,4.049,1.534,6.535,1.087,6.629709380234507,1.7455,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.833200000000001e-05,0.0025534625124793747,0.013770655983976088,1.0181751353596122,1.006713078070612,-0.001602780295670736,-0.006380368098159672,True
2025-03-07,-0.002469745616201724,-0.022164276401564598,-0.0013771996939556663,-0.0018399264029438367,4.039,1.5,6.526,1.085,6.589061744966443,1.8002,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,6.982e-05,-0.0011409373032831398,-0.002469745616201724,1.017013461366405,1.004226752859274,-0.0027418889271255686,-0.00883435582822123,True
2025-03-10,-0.003961376578360931,-0.002666666666666706,0.0027581979773214638,-0.0055299539170506895,4.023,1.496,6.544,1.079,6.626018565400844,1.8128,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.2008e-05,-0.0012393944366835433,-0.003961376578360931,1.0157529805403553,1.000248632521134,-0.0039778850819267575,-0.012760736196319233,True
2025-03-11,0.002982848620432632,-0.045454545454545525,-0.005959657701711474,0.004633920296571059,4.035,1.428,6.505,1.084,6.525128931875526,1.8853,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.2512e-05,0.00027787345925152205,0.002982848620432632,1.0160352313348031,1.0032322227747392,-0.0037011169713634384,-0.009815950920245564,True
2025-03-12,-0.0024783147459727095,0.0028011204481792618,0.0032282859338970127,0.0018450184501845879,4.025,1.432,6.526,1.086,6.598303204047219,1.8334,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.541199999999999e-05,0.0003329960678139134,-0.0024783147459727095,1.016373567071598,1.0007458975634016,-0.003369353360947458,-0.0122699386503069,True
2025-03-13,-0.00496894409937898,-0.005586592178770999,0.007508427827152886,0.004604051565377354,4.005,1.424,6.575,1.091,6.582318565400843,1.8565,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.3336e-05,0.0009793916753924354,-0.00496894409937898,1.0173689948822768,0.9957732471407262,-0.0023932616021883346,-0.017177914110429682,True
2025-03-14,0.025218476903870135,0.00983146067415741,0.014904942965779489,0.008249312557286892,4.106,1.438,6.673,1.1,6.41912508250825,1.8317,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.426000000000001e-05,0.010552708702716466,0.025218476903870135,1.028104993528445,1.0208851317752363,0.0,0.0,True
2025-03-17,-0.002922552362396358,0.003477051460361702,0.0005994305409859901,0.0036363636363636598,4.094,1.443,6.677,1.104,6.361938315441785,1.8957,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.3268e-05,-3.599023694734253e-05,-0.002922552362396358,1.028067991786121,1.0179015415216313,-3.599023694744741e-05,-0.002922552362396358,True
2025-03-18,0.0021983390327307006,0.008316008316008316,0.007488392990864234,-0.0018115942028985588,4.103,1.455,6.727,1.102,6.362325082508249,1.8885,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.582799999999999e-05,0.0018058554259207382,0.0021983390327307006,1.0299245339473035,1.020139234211835,0.0,-0.000730638090599256,True
2025-03-19,0.0014623446258834605,-0.008247422680412342,0.010851791288835955,0.005444646098003547,4.109,1.443,6.8,1.108,6.359652674897119,1.8708,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.554e-05,0.003382857328938588,0.0014623446258834605,1.0334086217052207,1.0216310293386375,0.0,0.0,True
2025-03-20,-0.008031151131662306,0.022176022176022103,0.0010294117647060563,-0.0027075812274369726,4.076,1.475,6.807,1.105,6.4747478405315615,1.8309,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.483199999999999e-05,-0.002178109814089911,-0.008031151131662306,1.0311577442443194,1.0134261561412232,-0.0021781098140899458,-0.008031151131662195,True
2025-03-21,-0.01619234543670256,-0.004745762711864443,-0.004847950639048082,-0.0018099547511312153,4.01,1.468,6.774,1.103,6.564628931875525,1.8458,0.25,0.0,0.2,0.15,0.4,0.1,False,False,True,0.30000000000000004,0.4,7.3236e-05,-0.005259875299654939,-0.01619234543670256,1.0257339830953207,0.9970164097463948,-0.0074265285277339554,-0.024093453394986586,True
