date,A_absolute_return_strategy_nav,A_absolute_return_benchmark_nav,A_absolute_return_strategy_drawdown,A_absolute_return_benchmark_drawdown,A_absolute_return_w_cash,A_absolute_return_turnover,A_absolute_return_trading_cost,B_offensive_growth_strategy_nav,B_offensive_growth_benchmark_nav,B_offensive_growth_strategy_drawdown,B_offensive_growth_benchmark_drawdown,B_offensive_growth_w_cash,B_offensive_growth_turnover,B_offensive_growth_trading_cost
2022-10-20,407990.2086849051,355521.6886724886,-0.094778380712645,-0.24621497672314696,0.44999999999999996,0.0,0.0,402550.75360821787,355521.6886724886,-0.1068667450637758,-0.24621497672314696,0.4,0.0,0.0
2022-10-21,407579.7129098269,353476.3233087871,-0.09568916151648998,-0.25055160604116233,0.44999999999999996,0.0,0.0,402027.74632648623,353476.3233087871,-0.10802713339171066,-0.25055160604116233,0.4,0.0,0.0
2022-10-24,404446.6118509804,344365.15032502566,-0.1026406783752446,-0.26986931845777606,0.44999999999999996,0.0,0.0,398416.9989215091,344365.15032502566,-0.11603824392536122,-0.26986931845777606,0.4,0.0,0.0
2022-10-25,403694.1536614007,342877.61187869724,-0.10431018270725523,-0.2730232306890601,0.44999999999999996,0.0,0.0,397587.5437761327,342877.61187869724,-0.11787854348305282,-0.2730232306890601,0.4,0.0,0.0
2022-10-26,403983.6338566492,345480.80415977194,-0.10366790324682618,-0.26750388428431326,0.44999999999999996,0.0,0.0,398021.4040035695,345480.80415977194,-0.1169159443731399,-0.26750388428431326,0.4,0.0,0.0
2022-10-27,403412.10578141484,343063.55418448825,-0.10493597183945114,-0.27262899166014964,0.44999999999999996,0.0,0.0,397316.91634734836,343063.55418448825,-0.11847898045697136,-0.27262899166014964,0.4,0.0,0.0
2022-10-28,400077.65933602094,335068.0350354731,-0.11233422048972108,-0.2895812699033006,0.44999999999999996,0.0,0.0,393567.7105410941,335068.0350354731,-0.12679728654670397,-0.2895812699033006,0.4,0.0,0.0
2022-10-31,397262.832145654,331442.1600725477,-0.11857957239532502,-0.297268930967055,0.4,0.07999999999999996,7.999999999999997e-05,390560.0274925354,331442.1600725477,-0.1334703873343629,-0.297268930967055,0.29000000000000004,0.14,0.00014000000000000001
2022-11-01,401854.05270699336,344272.17917213007,-0.10839287667917663,-0.2700664379722315,0.4,0.0,0.0,395880.36587759934,344272.17917213007,-0.12166623320815073,-0.2700664379722315,0.29000000000000004,0.0,0.0
2022-11-02,403209.0273895459,347433.19837057794,-0.10538654870825004,-0.2633643744807531,0.44999999999999996,0.07999999999999996,7.999999999999997e-05,397005.69922835793,347433.19837057794,-0.11916947316126858,-0.2633643744807531,0.4,0.14,0.00014000000000000001
2022-11-03,401770.3795796071,344644.06378371216,-0.10857852506546406,-0.2692779599144105,0.44999999999999996,0.0,0.0,395427.6979149719,344644.06378371216,-0.12267056075503258,-0.2692779599144105,0.4,0.0,0.0
2022-11-04,405982.7331979077,356451.4002014438,-0.09923243419808758,-0.2442437815785946,0.44999999999999996,0.0,0.0,400248.79215759353,356451.4002014438,-0.11197407203982912,-0.2442437815785946,0.4,0.0,0.0
2022-11-07,406986.93029624486,356451.4002014438,-0.09700438826931268,-0.2442437815785946,0.44999999999999996,0.0,0.0,401236.6431849839,356451.4002014438,-0.10978234193976832,-0.2442437815785946,0.4,0.0,0.0
2022-11-08,406355.6161328133,354313.06368484674,-0.09840510626973398,-0.2487775304110652,0.44999999999999996,0.0,0.0,400491.7318298036,354313.06368484674,-0.111435065471715,-0.2487775304110652,0.4,0.0,0.0
2022-11-09,407068.18336495693,350594.21756902576,-0.0968241093487261,-0.25666231098927494,0.44999999999999996,0.0,0.0,400981.6888172109,350594.21756902576,-0.11034800533080236,-0.25666231098927494,0.4,0.0,0.0
2022-11-10,406211.653072261,348641.8233582197,-0.09872452196162207,-0.2608018207928351,0.44999999999999996,0.0,0.0,400024.15422193933,348641.8233582197,-0.11247247282247497,-0.2608018207928351,0.4,0.0,0.0
2022-11-11,411021.583715682,357752.9963419812,-0.0880525668190415,-0.24148410837622114,0.4,0.07999999999999996,7.999999999999997e-05,405257.3534279465,357752.9963419812,-0.10086165307193051,-0.24148410837622114,0.29000000000000004,0.14,0.00014000000000000001
2022-11-14,409926.29323662503,357938.93864777224,-0.09048272470012853,-0.2410898693473107,0.4,0.0,0.0,404012.2430462641,357938.93864777224,-0.10362416060167468,-0.2410898693473107,0.29000000000000004,0.0,0.0
2022-11-15,412914.43384725373,364911.77511493664,-0.08385283647087283,-0.22630590576316745,0.4,0.0,0.0,407545.85189695604,364911.77511493664,-0.09578419620910639,-0.22630590576316745,0.29000000000000004,0.0,0.0
2022-11-16,412441.206451963,362215.6116809664,-0.08490280203361766,-0.2320223716823695,0.4,0.0,0.0,407094.76840724645,362215.6116809664,-0.09678500830994374,-0.2320223716823695,0.29000000000000004,0.0,0.0
2022-11-17,411717.733399449,360635.1020817425,-0.08650799606564719,-0.23537340342810864,0.4,0.0,0.0,406144.93758774066,360635.1020817425,-0.09889238355110297,-0.23537340342810864,0.29000000000000004,0.0,0.0
2022-11-18,410974.6909080332,359426.4770941007,-0.0881566094709707,-0.23793595711602678,0.4,0.0,0.0,405253.482584227,359426.4770941007,-0.10087024125421451,-0.23793595711602678,0.29000000000000004,0.0,0.0
2022-11-21,409347.67512405466,356358.4290485484,-0.09176652419742104,-0.24444090109304972,0.4,0.0,0.0,403385.601478281,356358.4290485484,-0.10501448074956776,-0.24444090109304972,0.29000000000000004,0.0,0.0
2022-11-22,409642.6239566552,356172.4867427573,-0.0911121112870863,-0.24483514012196017,0.44999999999999996,0.07999999999999996,7.999999999999997e-05,403437.2056784718,356172.4867427573,-0.10489998729285055,-0.24483514012196017,0.4,0.14,0.00014000000000000001
2022-11-23,410311.1073033065,356451.4002014439,-0.08962892476779982,-0.2442437815785945,0.4,0.07999999999999996,7.999999999999997e-05,404084.87112962455,356451.4002014439,-0.10346302177406086,-0.2442437815785945,0.29000000000000004,0.14,0.00014000000000000001
2022-11-24,410569.38037304947,354777.9194493244,-0.08905588560795175,-0.24779193283878886,0.4,0.0,0.0,404523.62877275865,354777.9194493244,-0.1024895568421782,-0.24779193283878886,0.29000000000000004,0.0,0.0
2022-11-25,412864.28167024715,356730.3136601304,-0.08396411079538924,-0.24365242303522883,0.4,0.0,0.0,406947.31870266533,356730.3136601304,-0.09711215273437102,-0.24365242303522883,0.29000000000000004,0.0,0.0
2022-11-28,410633.4879742292,352546.61177983176,-0.08891364791372958,-0.2525228011857149,0.4,0.0,0.0,404194.2930280972,352546.61177983176,-0.10322024906659921,-0.2525228011857149,0.29000000000000004,0.0,0.0
2022-11-29,415338.7871957661,363331.2655157127,-0.07847384203142549,-0.2296569375089066,0.4,0.0,0.0,409382.1557012279,363331.2655157127,-0.09171001679431068,-0.2296569375089066,0.29000000000000004,0.0,0.0
2022-11-30,414926.1159146292,363610.1789743992,-0.07938944970384543,-0.22906557896554092,0.44999999999999996,0.07999999999999996,7.999999999999997e-05,408673.06811770744,363610.1789743992,-0.09328325866711273,-0.22906557896554092,0.4,0.14,0.00014000000000000001
2022-12-01,415865.15801148966,367793.8808546979,-0.0773059653716136,-0.22019520081505484,0.4,0.07999999999999996,7.999999999999997e-05,409806.18996447383,367793.8808546979,-0.09076921840220054,-0.22019520081505484,0.29000000000000004,0.14,0.00014000000000000001
2022-12-02,414869.3024892949,365655.54433810076,-0.07951550356441273,-0.22472894964752566,0.4,0.0,0.0,408558.91881713655,365655.54433810076,-0.09353651998994905,-0.22472894964752566,0.29000000000000004,0.0,0.0
2022-12-05,417011.6373358588,372256.49619368307,-0.0747622330751202,-0.2107334641212033,0.4,0.028571428571428588,2.8571428571428588e-05,410764.43670893466,372256.49619368307,-0.088643170875917,-0.2107334641212033,0.25,0.05844155844155846,5.844155844155846e-05
2022-12-06,416043.32691106305,374394.8327102802,-0.07691065603245484,-0.2061997152887326,0.41999999999999993,0.07619047619047617,7.619047619047617e-05,409286.84267750353,374394.8327102802,-0.09192148635523867,-0.2061997152887326,0.3400000000000001,0.1363636363636364,0.00013636363636363642
2022-12-07,414947.6415188774,373279.17887553386,-0.07934169012060321,-0.2085651494621955,0.44999999999999996,0.030000000000000013,3.0000000000000014e-05,407707.64362946607,373279.17887553386,-0.09542523134471792,-0.2085651494621955,0.4,0.05999999999999997,5.9999999999999974e-05
2022-12-08,415744.34331399837,374115.91925159364,-0.0775740210106185,-0.20679107383209827,0.41999999999999993,0.030000000000000013,3.0000000000000014e-05,408521.56870467693,374115.91925159364,-0.09361938811828896,-0.20679107383209827,0.3400000000000001,0.05999999999999997,5.9999999999999974e-05
2022-12-09,416907.0325692003,377276.9384500415,-0.07499432319454957,-0.20008901034061988,0.41999999999999993,0.0,0.0,410157.9028589581,377276.9384500415,-0.08998887833467328,-0.20008901034061988,0.3400000000000001,0.0,0.0
2022-12-12,414087.18274438666,373372.15002842946,-0.0812508189883896,-0.20836802994774017,0.41999999999999993,0.0,0.0,406702.2727241883,373372.15002842946,-0.09765583253227117,-0.20836802994774017,0.3400000000000001,0.0,0.0
2022-12-13,414258.15571790875,372349.46734657866,-0.08087147549275786,-0.21053634460674786,0.41999999999999993,0.0,0.0,406972.85432203044,372349.46734657866,-0.09705549724276918,-0.21053634460674786,0.3400000000000001,0.0,0.0
2022-12-14,414964.88205938885,373279.1788755339,-0.07930343795261752,-0.2085651494621954,0.41999999999999993,0.0,0.0,407817.58655495016,373279.1788755339,-0.095181302642524,-0.2085651494621954,0.3400000000000001,0.0,0.0
2022-12-15,413553.1596191531,373093.23656974285,-0.08243567408508168,-0.20895938849110596,0.41999999999999993,0.0,0.0,406033.48749263695,373093.23656974285,-0.09913965618768539,-0.20895938849110596,0.3400000000000001,0.0,0.0
2022-12-16,413895.202387793,373465.12118132506,-0.08167677227248249,-0.20817091043328473,0.41999999999999993,0.0,0.0,406440.30214296986,373465.12118132506,-0.09823706268972066,-0.20817091043328473,0.3400000000000001,0.0,0.0
2022-12-19,412003.58922694385,368072.7943133845,-0.08587375811204112,-0.21960384227168905,0.41999999999999993,0.0,0.0,404328.0165074535,368072.7943133845,-0.10292355881000825,-0.21960384227168905,0.3400000000000001,0.0,0.0
2022-12-20,409439.70019573724,362215.6116809664,-0.09156234507098548,-0.2320223716823695,0.41999999999999993,0.0,0.0,401131.45411458774,362215.6116809664,-0.11001572333574039,-0.2320223716823695,0.3400000000000001,0.0,0.0
2022-12-21,409995.34861511097,361936.6982222798,-0.09032950920572969,-0.23261373022573528,0.41999999999999993,0.0,0.0,401679.05052574404,361936.6982222798,-0.10880077947908717,-0.23261373022573528,0.3400000000000001,0.0,0.0
2022-12-22,410565.2978148444,362680.46744544397,-0.08906494371736351,-0.23103677411009338,0.41999999999999993,0.0,0.0,402902.3888902524,362680.46744544397,-0.10608657719381442,-0.23103677411009338,0.3400000000000001,0.0,0.0
2022-12-23,409225.99408168235,361750.75591648876,-0.09203650202499658,-0.23300796925464573,0.41999999999999993,0.0,0.0,401329.567395759,361750.75591648876,-0.10957617240191997,-0.23300796925464573,0.3400000000000001,0.0,0.0
2022-12-26,409547.9449690546,362587.4962925484,-0.0913221787461671,-0.23123389362454871,0.41999999999999993,0.0,0.0,401676.47062488255,362587.4962925484,-0.10880650346602094,-0.23123389362454871,0.3400000000000001,0.0,0.0
2022-12-27,411675.4303235168,366957.1404786382,-0.08660185532521036,-0.22196927644515208,0.41999999999999993,0.0,0.0,403961.535959367,366957.1404786382,-0.10373666364672629,-0.22196927644515208,0.3400000000000001,0.0,0.0
2022-12-28,411635.4782909739,365748.51549099636,-0.08669049824561004,-0.2245318301330702,0.41999999999999993,0.0,0.0,404154.1929633906,365748.51549099636,-0.10330921847230401,-0.2245318301330702,0.3400000000000001,0.0,0.0
2022-12-29,410727.35603880964,364632.86165625,-0.08870537967686976,-0.22689726430653323,0.41999999999999993,0.0,0.0,402982.63930435735,364632.86165625,-0.1059085268165213,-0.22689726430653323,0.3400000000000001,0.0,0.0
2022-12-30,411881.5580073066,366120.4001025784,-0.08614451288971026,-0.22374335207524942,0.41999999999999993,0.0,0.0,404201.93236341485,366120.4001025784,-0.10320329978913134,-0.22374335207524942,0.3400000000000001,0.0,0.0
2023-01-03,412820.6363048767,367143.0827844292,-0.08406094823774435,-0.22157503741624163,0.41999999999999993,0.0,0.0,405484.6470447673,367143.0827844292,-0.10035736016973673,-0.22157503741624163,0.3400000000000001,0.0,0.0
2023-01-04,414166.5441811515,367607.9385489069,-0.08107473709532453,-0.22058943984396528,0.41999999999999993,0.0,0.0,407404.25921685714,367607.9385489069,-0.09609834574209908,-0.22058943984396528,0.3400000000000001,0.0,0.0
2023-01-05,416233.085281838,374580.7750160712,-0.07648963274314613,-0.20580547625982215,0.44999999999999996,0.030000000000000013,3.0000000000000014e-05,410002.8069851968,374580.7750160712,-0.09033298719875571,-0.20580547625982215,0.3700000000000001,0.030000000000000013,3.0000000000000014e-05
2023-01-06,416286.6040175344,376068.31346239964,-0.07637088892146116,-0.20265156402853823,0.44999999999999996,0.0,0.0,410040.1565157605,376068.31346239964,-0.09025012036145952,-0.20265156402853823,0.3700000000000001,0.0,0.0
2023-01-09,417632.1453129128,378392.5922847878,-0.0733854911244245,-0.19772357616715708,0.44999999999999996,0.0,0.0,411701.07760893356,378392.5922847878,-0.08656505990922736,-0.19772357616715708,0.3700000000000001,0.0,0.0
2023-01-10,417102.07040946046,378950.41920216085,-0.07456158616845365,-0.19654085908042573,0.44999999999999996,0.0,0.0,410982.97996706876,378950.41920216085,-0.08815829226189842,-0.19654085908042573,0.3700000000000001,0.0,0.0
2023-01-11,417595.91874347656,378950.41920216085,-0.0734658682343361,-0.19654085908042573,0.44999999999999996,0.0,0.0,411483.0723474673,378950.41920216085,-0.08704874487819425,-0.19654085908042573,0.3700000000000001,0.0,0.0
2023-01-12,417334.31524077244,379508.246119534,-0.0740462967379818,-0.19535814199369428,0.44999999999999996,0.0,0.0,411044.84799155913,379508.246119534,-0.08802102661379252,-0.19535814199369428,0.3700000000000001,0.0,0.0
2023-01-13,419843.7752728975,385272.4575990566,-0.06847847323275758,-0.18313673209746917,0.44999999999999996,0.0,0.0,413941.152558094,385272.4575990566,-0.08159503957586112,-0.18313673209746917,0.3700000000000001,0.0,0.0
2023-01-16,419965.3444193102,385179.48644616106,-0.06820874367251684,-0.1833338516119244,0.44999999999999996,0.0,0.0,413816.96951404755,385179.48644616106,-0.08187056261324943,-0.1833338516119244,0.3700000000000001,0.0,0.0
2023-01-17,419913.96844543883,384807.60183457896,-0.06832273327636107,-0.1841223296697454,0.44999999999999996,0.0,0.0,413723.07358119095,384807.60183457896,-0.08207888809615016,-0.1841223296697454,0.3700000000000001,0.0,0.0
2023-01-18,420013.98574989353,383970.86145851924,-0.0681008215138531,-0.18589640529984253,0.44999999999999996,0.0,0.0,413897.6567969606,383970.86145851924,-0.08169154296175418,-0.18589640529984253,0.3700000000000001,0.0,0.0
2023-01-19,420884.5596171018,386574.053739594,-0.06616924994912432,-0.1803770588950956,0.48,0.030000000000000013,3.0000000000000014e-05,414656.31921053416,386574.053739594,-0.08000831016499688,-0.1803770588950956,0.43000000000000005,0.05999999999999997,5.9999999999999974e-05
2023-01-20,422490.645780987,388712.390256191,-0.06260577247579602,-0.1758433100626251,0.44999999999999996,0.030000000000000013,3.0000000000000014e-05,416338.46551178844,388712.390256191,-0.0762761576653388,-0.1758433100626251,0.3700000000000001,0.05999999999999997,5.9999999999999974e-05
2023-01-30,422692.20764126274,390943.69792568363,-0.062158560386727735,-0.17111244171569928,0.44999999999999996,0.0,0.0,416662.296662333,390943.69792568363,-0.07555767840044314,-0.17111244171569928,0.3700000000000001,0.0,0.0
2023-01-31,421410.4878038117,386667.0248924895,-0.06500235536521526,-0.18017993938064047,0.44999999999999996,0.0,0.0,415053.26588620455,386667.0248924895,-0.07912761059283147,-0.18017993938064047,0.3700000000000001,0.0,0.0
2023-02-01,423183.649692489,389549.1306322508,-0.061068181353292394,-0.17406923443252786,0.4,0.07619047619047617,7.619047619047617e-05,417270.3875166077,389549.1306322508,-0.07420851643985249,-0.17406923443252786,0.25,0.1363636363636364,0.00013636363636363642
2023-02-02,423762.6100695397,388619.41910329554,-0.059783622462268204,-0.17604042957708022,0.4,0.0,0.0,418126.9940387897,388619.41910329554,-0.07230797653401833,-0.17604042957708022,0.25,0.0,0.0
2023-02-03,421956.16459847393,384621.65952878795,-0.06379164387960412,-0.18451656869865574,0.4,0.0,0.0,416215.9030967767,384621.65952878795,-0.0765480850376542,-0.18451656869865574,0.25,0.0,0.0
2023-02-06,419231.2834783353,379322.303813743,-0.06983742940933091,-0.19575238102260473,0.4,0.028571428571428588,2.8571428571428588e-05,412704.22848777357,379322.303813743,-0.08433938426067922,-0.19575238102260473,0.29000000000000004,0.05844155844155846,5.844155844155846e-05
2023-02-07,419670.8253833344,380252.01534269826,-0.06886220297860246,-0.19378118587805226,0.4,0.0,0.0,413210.86130813265,380252.01534269826,-0.08321532570197832,-0.19378118587805226,0.29000000000000004,0.0,0.0
2023-02-08,419650.4607778893,378671.5057434744,-0.06890738661469165,-0.19713221762379118,0.4,0.0,0.0,413557.73187901214,378671.5057434744,-0.08244572922443028,-0.19713221762379118,0.29000000000000004,0.0,0.0
2023-02-09,421355.8644964562,383691.94799983274,-0.065123549937248,-0.1864877638432081,0.4,0.0,0.0,415254.0531250705,383691.94799983274,-0.07868212698960719,-0.1864877638432081,0.29000000000000004,0.0,0.0
2023-02-10,420232.19025914685,381460.64033034013,-0.06761668381888541,-0.19121863219013402,0.4,0.0,0.0,413649.6086659999,381460.64033034013,-0.0822418835898614,-0.19121863219013402,0.29000000000000004,0.0,0.0
2023-02-13,421569.9064977913,384435.717222997,-0.06464864773881396,-0.18491080772756607,0.4,0.0,0.0,415093.5389305018,384435.717222997,-0.07903825739993098,-0.18491080772756607,0.29000000000000004,0.0,0.0
2023-02-14,422474.3249025511,385272.4575990567,-0.06264198415855571,-0.18313673209746884,0.4,0.0,0.0,416371.87518074,385272.4575990567,-0.07620203213927867,-0.18313673209746884,0.29000000000000004,0.0,0.0
2023-02-15,421545.797651764,382669.26531798195,-0.06470213884760867,-0.18865607850221588,0.4,0.0,0.0,415368.1614277349,382669.26531798195,-0.0784289566282047,-0.18865607850221588,0.29000000000000004,0.0,0.0
2023-02-16,421244.9807393962,379973.1018840117,-0.0653695714641912,-0.19437254442141794,0.4,0.0,0.0,415405.45020937035,379973.1018840117,-0.07834622457363472,-0.19437254442141794,0.29000000000000004,0.0,0.0
2023-02-17,418487.142110276,374580.7750160712,-0.07148848092927951,-0.20580547625982215,0.4,0.0,0.0,411685.67917607696,374580.7750160712,-0.08659922417878807,-0.20580547625982215,0.29000000000000004,0.0,0.0
2023-02-20,422906.48650349525,384342.74607010145,-0.06168313265704184,-0.1851079272420213,0.4,0.0,0.0,416650.07645035756,384342.74607010145,-0.07558479119951211,-0.1851079272420213,0.29000000000000004,0.0,0.0
2023-02-21,423571.3708954542,384807.6018345791,-0.0602079312597632,-0.18412232966974507,0.4,0.0,0.0,417267.37218237383,384807.6018345791,-0.07421520651620905,-0.18412232966974507,0.29000000000000004,0.0,0.0
2023-02-22,422239.07702242717,381088.75571875804,-0.0631639365545853,-0.19200711024795492,0.4,0.0,0.0,415285.36076337536,381088.75571875804,-0.07861266520707944,-0.19200711024795492,0.29000000000000004,0.0,0.0
2023-02-23,422134.90003327193,381088.75571875804,-0.06339507754965856,-0.19200711024795492,0.4,0.0,0.0,415382.7682378772,381088.75571875804,-0.07839654871996038,-0.19200711024795492,0.29000000000000004,0.0,0.0
2023-02-24,421505.5036562949,377462.88075583254,-0.06479154049267188,-0.19969477131170954,0.4,0.0,0.0,414647.73531603796,377462.88075583254,-0.08002735512159598,-0.19969477131170954,0.29000000000000004,0.0,0.0
2023-02-27,420394.7436698166,376068.31346239964,-0.06725602109096984,-0.20265156402853823,0.4,0.0,0.0,413241.7043866097,376068.31346239964,-0.08314689463129821,-0.20265156402853823,0.29000000000000004,0.0,0.0
2023-02-28,421560.7878524616,378485.5634376833,-0.06466887958437129,-0.19752645665270185,0.4,0.0,0.0,414602.7280597124,378485.5634376833,-0.0801272120389599,-0.19752645665270185,0.29000000000000004,0.0,0.0
2023-03-01,423268.2725510716,383041.1499295641,-0.06088042576640773,-0.18786760044439477,0.4,0.0,0.0,416438.96697530383,383041.1499295641,-0.07605317659169575,-0.18786760044439477,0.29000000000000004,0.0,0.0
2023-03-02,423221.9199115244,382576.29416508647,-0.060983269929174244,-0.188853198016671,0.4,0.0,0.0,416010.86306614766,382576.29416508647,-0.07700300424549689,-0.188853198016671,0.29000000000000004,0.0,0.0
2023-03-03,424563.29877616715,383413.0345411462,-0.058007107457423546,-0.18707912238657376,0.4,0.0,0.0,417636.9871064354,383413.0345411462,-0.0733951474870278,-0.18707912238657376,0.29000000000000004,0.0,0.0
2023-03-06,425159.86825751327,381088.75571875804,-0.05668347865353085,-0.19200711024795492,0.4,0.0,0.0,418741.23258785193,381088.75571875804,-0.07094517477619289,-0.19200711024795492,0.29000000000000004,0.0,0.0
2023-03-07,423589.37150265835,375789.4000037131,-0.06016799270620321,-0.2032429225719039,0.4,0.0,0.0,416926.8328483544,375789.4000037131,-0.07497075597450809,-0.2032429225719039,0.29000000000000004,0.0,0.0
2023-03-08,422200.05667740933,374301.86155738466,-0.06325051230848888,-0.20639683480318782,0.4,0.0,0.0,415242.0805841686,374301.86155738466,-0.07870869028461969,-0.20639683480318782,0.29000000000000004,0.0,0.0
2023-03-09,422042.5727246077,373372.1500284294,-0.06359992725946617,-0.20836802994774029,0.4,0.0,0.0,415145.699915596,373372.1500284294,-0.07892252861298854,-0.20836802994774029,0.29000000000000004,0.0,0.0
2023-03-10,418908.85884332284,368258.7366191755,-0.07055280380800799,-0.21920960324277872,0.4,0.0,0.0,411199.7344234955,368258.7366191755,-0.08767738243511236,-0.21920960324277872,0.29000000000000004,0.0,0.0
2023-03-13,421540.8171134485,372349.4673465786,-0.06471318933574033,-0.21053634460674797,0.4,0.0,0.0,414181.03023907176,372349.4673465786,-0.08106282660127873,-0.21053634460674797,0.29000000000000004,0.0,0.0
2023-03-14,420758.2129747336,370025.1885241905,-0.06644957950057295,-0.21546433246812902,0.4,0.0,0.0,412899.2971656237,370025.1885241905,-0.08390658834209563,-0.21546433246812902,0.29000000000000004,0.0,0.0
2023-03-15,422440.1688617005,369932.217371295,-0.06271776731694778,-0.21566145198258424,0.4,0.0,0.0,415069.684243578,369932.217371295,-0.07909118343220589,-0.21566145198258424,0.29000000000000004,0.0,0.0
2023-03-16,421327.93542301434,365655.54433810076,-0.06518551711329312,-0.22472894964752566,0.4,0.0,0.0,413847.6672322765,365655.54433810076,-0.08180245405114839,-0.22472894964752566,0.29000000000000004,0.0,0.0
2023-03-17,424019.1374596887,367607.9385489068,-0.059214456500538915,-0.2205894398439654,0.4,0.0,0.0,417200.60330490617,367607.9385489068,-0.07436334561252578,-0.2205894398439654,0.29000000000000004,0.0,0.0
2023-03-20,424166.17112087086,365562.5731852052,-0.05888822796359905,-0.22492606916198088,0.4,0.0,0.0,416912.472613303,365562.5731852052,-0.07500261681033604,-0.22492606916198088,0.29000000000000004,0.0,0.0
2023-03-21,425070.3701202787,369560.33275971276,-0.05688205118538603,-0.21644993004040547,0.4,0.0,0.0,418281.829897061,369560.33275971276,-0.07196444456236228,-0.21644993004040547,0.29000000000000004,0.0,0.0
2023-03-22,425679.88063265855,371233.81351183215,-0.055529709680016026,-0.21290177878021121,0.4,0.0,0.0,419340.9563144614,371233.81351183215,-0.06961457683491934,-0.21290177878021121,0.29000000000000004,0.0,0.0
2023-03-23,426644.2795280075,374766.7173218621,-0.053389965364825986,-0.20541123723091192,0.4,0.028571428571428588,2.8571428571428588e-05,420163.49702129175,374766.7173218621,-0.06778961823721685,-0.20541123723091192,0.25,0.05844155844155846,5.844155844155846e-05
2023-03-24,426590.9073648586,374301.86155738455,-0.0535083839810625,-0.20639683480318805,0.4,0.0,0.0,420290.3551795184,374301.86155738455,-0.06750815996454784,-0.20639683480318805,0.25,0.0,0.0
2023-03-27,425255.98943920445,372349.46734657855,-0.05647021134984043,-0.21053634460674808,0.4,0.0,0.0,418742.5455832742,372349.46734657855,-0.07094226165315265,-0.21053634460674808,0.25,0.0,0.0
2023-03-28,424968.1461703765,371605.69812341436,-0.057108858906479765,-0.2121133007223901,0.4,0.0,0.0,418387.21610630513,371605.69812341436,-0.07173062577741673,-0.2121133007223901,0.25,0.0,0.0
2023-03-29,425142.6178072062,371605.69812341436,-0.056721752808714054,-0.2121133007223901,0.4,0.0,0.0,418882.7582956185,371605.69812341436,-0.07063117383369866,-0.2121133007223901,0.25,0.0,0.0
2023-03-30,426914.84014772245,375603.45769792196,-0.052789663403945086,-0.20363716160081458,0.4,0.0,0.0,421226.66681485105,375603.45769792196,-0.06543077953238208,-0.20363716160081458,0.25,0.0,0.0
2023-03-31,428150.63291424356,376533.1692268772,-0.05004776836479774,-0.2016659664562621,0.4,0.0,0.0,422783.5553688608,376533.1692268772,-0.061976534497806934,-0.2016659664562621,0.25,0.0,0.0
2023-04-03,429284.46774241945,379322.303813743,-0.047532090837942076,-0.19575238102260473,0.4,0.0,0.0,424393.1882448082,379322.303813743,-0.05840526643567734,-0.19575238102260473,0.25,0.0,0.0
2023-04-04,430663.65752584493,381181.7268716535,-0.044472036007015436,-0.1918099907334998,0.4,0.0,0.0,425751.9858175273,381181.7268716535,-0.05539052285851542,-0.1918099907334998,0.25,0.0,0.0
2023-04-06,430028.56131237635,380066.07303690724,-0.04588114536925336,-0.1941754249069627,0.4,0.0,0.0,424529.462700565,380066.07303690724,-0.058102916366415736,-0.1941754249069627,0.25,0.0,0.0
2023-04-07,430851.0865956503,382762.2364708775,-0.044056180816231305,-0.18845895898776055,0.4,0.0,0.0,425733.68369322247,382762.2364708775,-0.05543112950427642,-0.18845895898776055,0.25,0.0,0.0
2023-04-10,429804.03352229914,381367.6691774446,-0.04637931274038665,-0.19141575170458924,0.4,0.0,0.0,424469.39571596234,381367.6691774446,-0.058236186074623886,-0.19141575170458924,0.25,0.0,0.0
2023-04-11,430818.70229009446,380437.9576484893,-0.044128032965843556,-0.19338694684914182,0.4,0.0,0.0,425535.7364506834,380437.9576484893,-0.05587031205070048,-0.19338694684914182,0.25,0.0,0.0
2023-04-12,431718.7604767899,380066.0730369072,-0.04213104354828001,-0.19417542490696282,0.4,0.028571428571428588,2.8571428571428588e-05,425887.2937490363,380066.0730369072,-0.05509031720195123,-0.19417542490696282,0.29000000000000004,0.05844155844155846,5.844155844155846e-05
2023-04-13,430979.8566675948,377741.79421451903,-0.04377047431994774,-0.19910341276834398,0.4,0.0,0.0,424854.01536157785,377741.79421451903,-0.057382836297181106,-0.19910341276834398,0.29000000000000004,0.0,0.0
2023-04-14,431819.8812270981,379694.1884253251,-0.04190668353328697,-0.19496390296478372,0.4,0.0,0.0,426012.69533985126,379694.1884253251,-0.05481209059331904,-0.19496390296478372,0.29000000000000004,0.0,0.0
2023-04-17,433810.0597740198,385365.4287519521,-0.03749100735144317,-0.18293961258301394,0.4,0.0,0.0,428401.3169388095,385365.4287519521,-0.04951249205980135,-0.18293961258301394,0.29000000000000004,0.0,0.0
2023-04-18,433994.3374671784,386016.2268222207,-0.03708214422618028,-0.18155977598182738,0.4,0.0,0.0,428614.1115378215,386016.2268222207,-0.04904036790863564,-0.18155977598182738,0.29000000000000004,0.0,0.0
2023-04-19,433118.6034567879,382948.1787766684,-0.03902516477440854,-0.18806471995885043,0.4,0.0,0.0,427517.28937212116,382948.1787766684,-0.05147387062141784,-0.18806471995885043,0.29000000000000004,0.0,0.0
